영상 파일명,평균 속도(FPS),최저 속도(Seconds),최고 속도(Seconds),평균 사람 형태 차단율(%),최저 사람 형태 차단율(%),최고 사람 형태 차단율(%),평균 BBox 마스킹률(%),최저 BBox 마스킹률(%),최고 BBox 마스킹률(%),평균 신뢰도 점수(Conf)
result_20260606_153903.csv,8.380229781473677,0.0999510288238525,0.1620926856994629,100.0,100.0,100.0,71.64714775530794,58.32426716169232,82.44040568134385,0.4082829412817955
result_20260606_154045.csv,8.466357544716267,0.0946097373962402,0.1726415157318115,100.0,100.0,100.0,70.02051039256062,59.40121267758916,76.90979927997238,0.7905775985547474
result_20260606_154752.csv,8.335089317612649,0.1015093326568603,0.16619873046875,100.0,100.0,100.0,79.21898813541036,65.59863767356563,89.27019195943498,0.7282854042671345
result_20260606_154925.csv,8.345590622228134,0.1009864807128906,0.1614995002746582,100.0,100.0,100.0,82.57073732713751,63.60307474616135,88.88831914675418,0.8357491426997714
result_20260606_155204.csv,8.754721881102432,0.0947999954223632,0.1765265464782714,100.0,100.0,100.0,71.07137204443768,65.20660770274696,93.88589516524098,0.9017536359173911
result_20260606_155914.csv,8.632413670359277,0.0947873592376709,0.1642711162567138,100.0,100.0,100.0,86.01402398475432,72.24872448979592,93.56924676675116,0.8659034201077053
result_20260606_160028.csv,8.523023054328503,0.0977630615234375,0.1932618618011474,100.0,100.0,100.0,88.08125283316889,78.86316507861511,94.41652514469901,0.896640564146496
result_20260606_160133.csv,7.805270757264104,0.1023576259613037,0.2836332321166992,100.0,100.0,100.0,62.88849647802698,59.76451579359937,86.61295405653526,0.896661833354405
result_20260607_021235.csv,8.769748275867839,0.0884523391723632,0.2914531230926513,100.0,100.0,100.0,73.05971963953435,70.70943762120233,76.17126304277141,0.9138432376914554
,,,,,,,,,,
영상 파일명,평균 속도(FPS),최저 속도(Seconds),최고 속도(Seconds),평균 사람 형태 차단율(%),최저 사람 형태 차단율(%),최고 사람 형태 차단율(%),평균 BBox 마스킹률(%),최저 BBox 마스킹률(%),최고 BBox 마스킹률(%),평균 신뢰도 점수(Conf)
[전체 종합 평균값] Total_Batch_Average,5.35,0.1579,0.3485,100.00%,100.00%,100.00%,73.08%,55.87%,86.50%,0.8658
[최저 평균 레코드] 각 지표별 가장 낮은 평균 수치를 기록한 영상 추적,3.18 (from: result_20260601_132236.csv),0.0851 (from: result_20260606_150359.csv),0.1611 (from: result_20260606_150359.csv),100.00% (from: result_20260601_130319.csv),100.00% (from: result_20260601_130319.csv),100.00% (from: result_20260601_130319.csv),49.01% (from: result_20260604_101952.csv),34.96% (from: result_20260603_223702.csv),66.10% (from: result_20260604_101952.csv),0.4083 (from: result_20260606_153903.csv)
[최고 평균 레코드] 각 지표별 가장 높은 평균 수치를 기록한 영상 추적,9.14 (from: result_20260606_150359.csv),0.2250 (from: result_20260604_220757.csv),0.7928 (from: result_20260602_163553.csv),100.00% (from: result_20260601_130319.csv),100.00% (from: result_20260601_130319.csv),100.00% (from: result_20260601_130319.csv),91.95% (from: result_20260606_152709.csv),82.42% (from: result_20260606_152709.csv),100.00% (from: result_20260606_152709.csv),0.9259 (from: result_20260604_132327.csv)
